,id,best_precision,mean_precision,best_recall,mean_recall,best_f1,mean_f1,annotator_0_precision,annotator_0_recall,annotator_0_f1,annotator_0_tp,annotator_0_fp,annotator_0_fn,annotator_1_precision,annotator_1_recall,annotator_1_f1,annotator_1_tp,annotator_1_fp,annotator_1_fn,annotator_2_precision,annotator_2_recall,annotator_2_f1,annotator_2_tp,annotator_2_fp,annotator_2_fn,annotator_3_precision,annotator_3_recall,annotator_3_f1,annotator_3_tp,annotator_3_fp,annotator_3_fn,annotator_4_precision,annotator_4_recall,annotator_4_f1,annotator_4_tp,annotator_4_fp,annotator_4_fn,annotator_5_precision,annotator_5_recall,annotator_5_f1,annotator_5_tp,annotator_5_fp,annotator_5_fn,annotator_6_precision,annotator_6_recall,annotator_6_f1,annotator_6_tp,annotator_6_fp,annotator_6_fn,annotator_7_precision,annotator_7_recall,annotator_7_f1,annotator_7_tp,annotator_7_fp,annotator_7_fn
105,176051,0.5749115218246166,0.2768383798662996,0.8390243902439024,0.7504044055151583,0.682300781705752,0.38922534375299145,0.19366889500589854,0.7635658914728682,0.30897114178168134,985,4101,305,0.14707038930397168,0.6254180602006689,0.23814071951607768,748,4338,448,0.23633503735745182,0.777490297542044,0.3624849215922798,1202,3884,344,0.23220605583955958,0.7465233881163085,0.35422915416916617,1181,3905,401,0.5749115218246166,0.8390243902439024,0.682300781705752,2924.0,2162.0,561,,,,,,,,,,,,,,,,,,
106,106005,0.5046783625730994,0.39099415204678356,0.6213151927437641,0.4825220523864354,0.5420375865479723,0.4245707262391404,0.3345029239766082,0.3546187228766274,0.344267228408065,572,1138,1041,0.30409356725146197,0.4961832061068702,0.3770848440899202,520,1190,528,0.3309941520467836,0.5324553151458138,0.4082221420843852,566,1144,497,0.4807017543859649,0.6213151927437641,0.5420375865479723,822,888,501,0.5046783625730994,0.40803782505910163,0.45124183006535945,863.0,847.0,1252,,,,,,,,,,,,,,,,,,
107,258089,0.3797258360254955,0.2836985942547804,0.7985719654265314,0.7415002900310922,0.5110158040068151,0.4030705944905277,0.3106609621933118,0.6664169320097396,0.42377322534540257,3558,7895,1781,0.18300881865013532,0.7499105545617174,0.2942167321729366,2096,9357,699,0.17401554177944642,0.7115315958586219,0.2796408025817314,1993,9460,808,0.3797258360254955,0.7810704022988506,0.5110158040068151,4349,7104,1219,0.371081812625513,0.7985719654265314,0.5067064083457526,4250.0,7203.0,1072,,,,,,,,,,,,,,,,,,
108,6046,0.3077308398731007,0.25212890298881285,0.8649846573474258,0.812085224526015,0.4507765684236272,0.3825180976563647,0.20604441476039406,0.7503800547278808,0.323311718084758,2468,9510,821,0.3077308398731007,0.8423217550274223,0.4507765684236272,3686,8292,690,0.23276006011020203,0.8290217068093964,0.36347043869369666,2788,9190,575,0.21180497578894641,0.8649846573474258,0.3402856951244048,2537,9441,396,0.30230422441142096,0.7737179487179487,0.43474606795533677,3621.0,8357.0,1059,,,,,,,,,,,,,,,,,,
109,45000,0.25499600319744203,0.2028776978417266,0.5740276035131744,0.5040199534031089,0.33821483003114433,0.2866629195100968,0.236810551558753,0.49436795994993743,0.3202269963518444,2370,7638,2424,0.13009592326139088,0.4454327745466986,0.2013765370040987,1302,8706,1621,0.1828537170263789,0.5740276035131744,0.27735677478023646,1830,8178,1358,0.25499600319744203,0.5020657092268346,0.33821483003114433,2552,7456,2531,0.20963229416466828,0.5042057197788993,0.2961394593831604,2098.0,7910.0,2063,,,,,,,,,,,,,,,,,,
110,217013,0.3942481511914544,0.3261572172007669,0.8938600666349358,0.6793273038709678,0.5036359371334741,0.4355362426238636,0.3942481511914544,0.6186178442496132,0.4815818528555656,2399,3686,1479,0.3687756778964667,0.5888218315402781,0.4535165723524656,2244,3841,1567,0.22612982744453575,0.42508495520543715,0.29521561896588716,1376,4709,1861,0.352834839769926,0.8795575583777141,0.5036359371334741,2147,3938,294,0.3086277732128184,0.8938600666349358,0.45883215245541176,1878.0,4207.0,223,0.3063270336894002,0.6700215672178289,0.4204353219803767,1864.0,4221.0,918,,,,,,,,,,,,
111,81095,0.5017997035782342,0.40690239254710986,0.7455174583202265,0.6715235816568594,0.5998481397114656,0.5029213905561514,0.3838661867457125,0.46932435930623867,0.4223153971581645,1813,2910,2050,0.4001693838661867,0.6956201693043799,0.5080645161290323,1890,2833,827,0.41350836332839297,0.7233333333333334,0.5262023440657416,1953,2770,747,0.33516832521702306,0.7238225880201189,0.4581765557163531,1583,3140,604,0.5017997035782342,0.7455174583202265,0.5998481397114656,2370.0,2353.0,809,,,,,,,,,,,,,,,,,,
112,107045,0.3059047304002646,0.16319880913000331,0.7647302046723176,0.5995112089198535,0.4370015948963317,0.2534709593275477,0.11966589480648362,0.540126913027249,0.19592444655067365,1447,10645,1232,0.11834270592127026,0.5205529283375773,0.19284414796846572,1431,10661,1318,0.11991399272246113,0.4991394148020654,0.1933720077348803,1450,10642,1455,0.3059047304002646,0.7647302046723176,0.4370015948963317,3699,8393,1138,0.15216672179953689,0.6730065837600585,0.24821259948738705,1840.0,10252.0,894,,,,,,,,,,,,,,,,,,
113,226033,0.2649295105338191,0.24335498178362108,0.7922595332953899,0.7718364711162561,0.391558787018975,0.3695035426220628,0.2421986377316648,0.7875354107648725,0.3704645950693561,3058,9568,825,0.2649295105338191,0.7448229792919172,0.3908395162703745,3345,9281,1146,0.22049738634563598,0.7922595332953899,0.3449814126394052,2784,9842,730,0.22683351813717725,0.7627163781624501,0.34967340211220316,2864,9762,891,0.26231585616980835,0.7718480540666511,0.391558787018975,3312.0,9314.0,979,,,,,,,,,,,,,,,,,,
114,235098,0.46326882156246835,0.3404194953896038,0.9116837628221166,0.8868728252718892,0.6076151239285003,0.4866832381853139,0.36933833215118045,0.8962380132776002,0.523105625717566,3645,6224,422,0.46326882156246835,0.8826254826254826,0.6076151239285003,4572,5297,608,0.23163441078123417,0.8536221060492906,0.36438989399856536,2286,7583,392,0.3692370047623873,0.9116837628221166,0.5256021924130968,3644,6225,353,0.2686189076907488,0.8901947615849564,0.41270335486884097,2651.0,7218.0,327,,,,,,,,,,,,,,,,,,
